full_text,label,compound,polarity
Susi Buka Posko Bantuan Gempa Palu Ini Fasilitasnya https://t.co/kcEPsqLZDF https://t.co/znRPIXaslv,,0,neutral
@Airin_NZ Prihatin meskinya bencana gempa begini kedua kubu jgn saling klaim...yg dukung jkw juga hrs obyektif katakan yg pahit²..oendukung PS jg gitu katakan yg sdh di lakukan..lucu sy baca macam anak TK padahal teman dan kerabat sy jg korban yg di palu gk koar².,,-3,negative
Jokowi; Tdk ada penjarahan pasca gempa di Palu! Di Jawab Polri; Penangkapan 91 tersangka penjarahan pasca gempa di palu! Kok bisa ya? beda informasi antar atasan da bawahan! ,,9,positive
ILKP Peduli Bencana Alam Gempa Dan Tsunami Di Palu Donggala Dan Mamuju https://t.co/1UN0W0od6p lewat @BuktiPers - Berani Mengungkap Fakta!,,-3,negative
Transmart Palu hari ini sudah mulai beroperasi menjual barang-barang kebutuhan dasar dengan harga yang normal setelah tutup akibat gempa jumat (28-9-2018) lalu. #PaluBangkit #United4Palu https://t.co/8Q10amR6ow,,-1,negative
I liked a @YouTube video https://t.co/Xw6j7vmcVn Penggalangan dana untuk korban gempa PALU dan sekitarnya oleh GOJEK dan GRAB,,4,positive
Belajar dari kasus Gempa di Palu. Apakah tata ruang di Yogyakarta sdh memperhatikan peta geologi ini? Atau adakah kebijakan kewajiban bangunan tahan gempa? @YogyakartaCity @bmkgjogja @JogjaUpdate @JogjaToday @kratonjogja https://t.co/o0Y0hoCIpi,,-3,negative
Masih baca thread dan info2 seputar korban bencana Palu-Donggala terutama mereka yg msh bertekad mencari anggota keluarga yg hilang dari saat sedang gempa dg tanah yg begerak2 seperti lumpur hisap hingga berjalan puluhan KM mndtangi RS-RS dan pos2 bencana #PaluKuat,,-17,negative
Skenario yg akan dibuat kubu #KoalisiPraBOHONG selanjutnya: PENGALIHAN ISU 1.Gempa Palu 2.Pertemuan IMF 3.Kasus Novel B 4.Katanya Janji Jokowi Tapi Rakyatpun sudah tau dan MENGERTI..kalian memang Pakar GORENGAN,,-1,negative
#Aksi_Sosial_Turun_Kejalan #Jilid2_KomunitasTabunganAkhirat Alhamdulillah Sabtu sore 06 Oktober 2018 kami kembali turun Mengggalang dana untuk Saudara kita Korban Gempa Dan Tsunami Palu dan Donggala dlm waktu... https://t.co/FaUdQsy8s4,,2,positive
Galang dana bencana Sulteng lewat musik rock di Garut https://t.co/bRUy0LpbVO #GempaSulteng #bencanasulteng #gempapalu @infogarut @InfoGarutku @garut_id @RegionalGarut,,-2,negative
Alwashliyah Tanjungbalai Gelar Sholat Gaib Dan Buka Posko Kemanusian Untuk Korban Gempa Dan Tsunami Di Palu Dan Donggala https://t.co/Lbb8hsW5uG lewat @BuktiPers - Berani Mengungkap Fakta!,,-3,negative
Hercules TNI AU totalitas dalam melaksanakan tugas sosialnya. Tidak mengenal waktu untuk mengevakuasi warga Palu yg mendapat musibah gempa bumi dan tsunami. Hercules TNI AU mengangkut warga Palu dalam penerbangan malam hari menuju Lanud Halim Perdanakusuma Jakarta.‍️ https://t.co/4BAyrrxvsP,,0,neutral
Gempa-Tsunami Palu Buat Inul Daratista Rugi Miliaran Rupiah https://t.co/yCM58TE6e1,,0,neutral
@ASapardan @purbanasrun Aku bantu cc in ke @prabowo @Gerindra @fadlizon @Fahrihamzah @Dahnilanzar @RamliRizal @sandiuno yg katanya peduli gempa Palu. Coba didik kader anda utk lebih memanusiakan manusia. Jgn hanya congor kalian saja yg digedein,,-4,negative
Satgas Tagana Peduli Bencana Gempa Palu Donggala menyiapkan makan untuk Team Satgas Pemprov DKI Jakarta dengan peralatan yang sederhana. https://t.co/TYpg9ZSm9E,,-4,negative
Venezuela Bantu USD 10 Juta untuk Bencana Gempa Palu https://t.co/DTsLhtzs3B https://t.co/GrUjBS0vzN,,0,neutral
Venezuela Bantu USD 10 Juta untuk Bencana Gempa Palu https://t.co/JuMr3mW1Mp https://t.co/HbwzM2d5Ku,,0,neutral
Venezuela Bantu USD 10 Juta untuk Bencana Gempa Palu https://t.co/fg3bffMyeK https://t.co/hZW7SasPPn,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/whHiGeJdQl,,0,neutral
[NEWS] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/8zPjvViQX5 (^-^)/',,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/ds5vfE0QA9 https://t.co/ULYZCdEFXh,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/MkGpgkpLvg,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/Qx0vz7mXKQ,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/NXnTA3Ciji,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/m8p52IP6fa,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/vgXwSaJ9lq,,0,neutral
Sepekan sudah bencana gempa dan tsunami melanda palu sigi dan donggala. Logistik masih menjadi barang yang langka karena kondisi masih belum normal sepenuhnya banyak infrastruktur yang rusak parah dan... https://t.co/3Y9yEbyhnL,,-26,negative
Lagi mendengarkan kuliah suami buatku () tentang kota Palu yg sebenernya telah lama diperingatkan oleh ahli geologi agar tak membangun kota di wilayah tsb krn rawan tsunami dan gempa juga tanah amblas. *aku ho'oh ho'oh wae. Laper jeeee.,,-12,negative
@PartaiSocmed @AkunTofa Yg teriak2 RS dianiaya itu kubu mereka kok jd pemerintah yg mngalihkan isu contoh bhw kubu mereka lbh mementingkan hal kecil drpd gempa d palu.,,2,positive
Peduli Korban Gempa Palu Lihat Aksi Solidaritas DPD Lidik Pro Kotamobagu - https://t.co/DDYi3UHYR3 https://t.co/hBe8J3K4wD https://t.co/NzsHNYQcIB,,0,neutral
I liked a @YouTube video https://t.co/YeORYnPjs7 Live Facebook - 1 menit sebelum gempa tepat dilokasi Pantai Manakara (PALU),,4,positive
Mengerikan Video Satelit Likuifaksi Saat Gempa Palu https://t.co/njkyPBMzH5 https://t.co/qiZaNrNHde,,0,neutral
Gempa Palu Wiranto: Bantuan Pangan Telah Mencukupi https://t.co/fh0lvBKSbn,,0,neutral
Ada 451 Gempa Susulan yang Terjadi di Palu Pascagempa dan Tsunami https://t.co/nvvqA9bLqy,,-5,negative
[Official News] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/Pu32u5TZMX,,0,neutral
Wahdah Islamiyah Wajo Kirim Armada Logistik 12 Ton Ke Sulteng WAJO DPD Wahdah Islamiyah Wajo menyalurkan bantuan untuk korban gempa dan tsunami Palu dan Donggala Sulawesi Tengah. Bantuan... https://t.co/aZff8a4A7o,,0,neutral
Peduli Korban Gempa Palu Lihat Aksi Solidaritas DPD Lidik Pro Kotamobagu https://t.co/aEvS7hEC6h #beritabulukumba #klikbulukumba https://t.co/2TZkv32UIV,,0,neutral
Peduli Korban Gempa Palu Lihat Aksi Solidaritas DPD Lidik Pro Kotamobagu - https://t.co/JeMur7WYcT https://t.co/8HJvKWLRFA,,0,neutral
Peduli Korban Gempa Palu Lihat Aksi Solidaritas DPD Lidik Pro Kotamobagu - https://t.co/I1rdrWDGTO https://t.co/8R8YRZ4Vp4,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/GDCbh8pGo5,,0,neutral
Satgas Pemprov DKI Jakarta Peduli Gempa Palu Donggala melakukan pengambilan logistik di bulog Palu dan akan di distribusikan ke Pos-Pos dapur umum. https://t.co/gkQNtsi1hv,,0,neutral
[NEWS] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/ytuXnSFPRY,,0,neutral
Gempa Tsunami: Palu Berangsur Pulih - https://t.co/wSjCP3T49U https://t.co/EVaCRDtDDJ,,0,neutral
Bahkan announcer pertandingan pun tidak memberikan himbauan apapun ke bedes ngalam. Jadi fungsi bendera merah putih yg mereka kibarkan itu untuk apa? Bahkan mereka masih ngechants rasis saat mengheningkan cipta untuk korban gempa Palu. Dimana respect mereka sebagai manusia? ,,-22,negative
Solidaritas Aparatur dan masyarakat Kelurahan Tomoni ikut berpartisipasi dalam Bantuan Kemanusiaan buat saudara kita korban gempa dan tsunami Palu Donggala Sigi &amp; Sekitarnya... https://t.co/ZLmFKX6YQs,,4,positive
Alhamdulillah pesawat ukuran besar bisa mendarat di Palu dimulai pesawat Boeing 737-800NG Lion Air. Pemulihan pasca gempa Palu Donggala Sigi dipimpin Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @kemenhub151 @Jokowinomics_id #PrayForSulteng #IndonesiaMaju #GerakCepatUntukPalu https://t.co/GxJLOVy6dZ,,-2,negative
Korban Gempa Palu Terbaru 1.649 Orang Masih Banyak Tertimbun Lumpur https://t.co/0HihtAwolW,,0,neutral
Dampingi Warga Galang Dana untuk Korban Gempa Palu https://t.co/YAhdIWEwN1 https://t.co/vei6fPTS0k,,0,neutral
【JKT48 NEWS】Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/5q7uNAr2QK #JKT48 #NEWS,,0,neutral
Saya suka video @YouTube https://t.co/iq9tnpL0mH Ya ALLAH..DETIK GEMPA 7.7SR+TSUNAMI DI PALU,,2,positive
Pasca Gempa Palu Tanah di Perumahan Balaroa Bergeser Tiap Hari https://t.co/gnlcs7cCt8 lewat @Mujahid Dakwah,,-3,negative
Team Satgas Pemprov DKI Jakarta Peduli Bencana Gempa Palu Donggala mengangkat 1 Jenazah Korban Bencana Gempa kemudian Jenazah dibawa ke RS. Anutapura Palu. https://t.co/gRwAUkw4l4,,0,neutral
Suara Lidik Today : Peduli Korban Gempa Palu Lihat Aksi Solidaritas DPD Lidik Pro https://t.co/ixXT7IuZuH,,0,neutral
WhatsApp Diandalkan di Tengah Bencana Gempa Tsunami Palu https://t.co/6wZAjJ1gHY https://t.co/cmto30VeWg,,0,neutral
 Saya Boleh Ikut Tidak Tanya Bocah yang Ibunya Meninggal karena Gempa Palu kepada Jokowi https://t.co/Y2kpNq5zk5,,-8,negative
Wakapolda Kaltim Beserta Rombongan Bhayangkari Hibur Anak-anak Korban Gempa Palu #PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/pPkhoCH7rU,,0,neutral
Dipeluk Jokowi Ini Kisah Israel yang Selamat dari Gempa Palu Sang Ibu Meninggal Karena Tsunami https://t.co/HHrwmwethY via @Tribun_Jakarta,,-8,negative
PO Sumber Alam melelang satu unit armadanya buat membantu korban gempa dan tsunami di Palu dan Donggala yuk baca artikelnya disini https://t.co/O9ZgXfiMSE https://t.co/wpZ2VJ1K8Q,,5,positive
Penanganan Gempa Palu Berangsur Pulih https://t.co/ZyS4izKhWY,,0,neutral
2. Ketika Palestina mengalami krisis di berbagai sektor kehidupan masyarakat Indonesia dengan sigap ikut membantu meringankan beban warga Palestina. Kini Indonesia sedang mengalami #bencanaalam terutama gempa-Tsunami di Palu dan sekitarnya ,,-3,negative
Kristian Adelmund Lelang Jersey Bantu Korban Gempa Palu https://t.co/Ppi6MZtYJN https://t.co/JjdE3D5sBl,,0,neutral
Hingga hari Jumat (05/10) Relawan Rumah Zakat berada di Palu untuk melakukan Aksi Peduli Bencana. Upaya masih terus dilakukan dalam proses membantu korban yang terdampak bencana gempa dan https://t.co/JpyKENyuUZ,,-2,negative
[INFO] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/uVjmEHz1FF,,0,neutral
#NEWS Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala ( https://t.co/sH6Job5UNd ) #D,,0,neutral
@Dahnilanzar Pernyataan2 jangka pendek yg segera bisa dilihat realisasinya : 1. Palu akan normal sepekan pasca gempa 2. Ekonomi akan meroket september november mencapai puncaknya 3. Esemka akan di launching Oktober #benarapahoaks,,7,positive
[NEWS] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/aHAi8J3c5M #SemuD,,0,neutral
Peduli Korban Gempa Palu-Donggala Puluhan Driver Gojek Bantul Turun ke Jalan untuk Galang Donasi https://t.co/MpFnADKyQ2 Via @tribunjogja #Regional #TopReport #HELLO,,0,neutral
【JKT48】『Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala 』 https://t.co/Tl4idQgKJA,,0,neutral
Sejak kapan lo peduli sama gempa lombok palu dan seterus x bukan x saat itu kalin malah menyebar hox jngan berulah lagi lah sadar sadar woy,,0,neutral
Sutopo: Perkembangan Penanganan Gempa Palu Semakin Baik https://t.co/rAsdASxcjS https://t.co/gfrmfiOjI7,,0,neutral
#sampoerna_peduli_palu&amp;donggala #tsunamipalu #gempapalu_donggala #sampoerna_agro https://t.co/deGcUqmI1s,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/UK4unBnrle,,0,neutral
Tim SAR Sudah Evakuasi 119 Jenazah di Petobo: Palu https://t.co/0kP35EQbdC Tim Pencarian dan Penyelamatan (SAR) Gabungan telah mengevakuasi 119 jenazah di Kelurahan Petobo Kota Palu selama delapan hari sejak gempa mengguncang kawasan tersebut Jumat https://t.co/z4iWZk2M1Y,,0,neutral
WhatsApp Diandalkan di Tengah Bencana Gempa Tsunami Palu https://t.co/YgcFbPPYgu https://t.co/iySGeMQzLF,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/qgRBaIyzEG,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/hx6vBXLprn,,0,neutral
Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/LAcUona05k,,0,neutral
Korban Gempa Palu Sigi Dan Donggala Banyak Yang Belum Dapat Bantuan. https://t.co/3Iwdnc2ZpF https://t.co/O3nbCSsygs,,0,neutral
Terimakasih TNI sudah bersinergi dengan Pemerintah. Secara tangguh tanggap dan sigap melakukan penanganan pasca gempa Palu.. #Palubangkit #IndonesiaMaju #IndonesiaBangga https://t.co/w9YPsw6q6m,,13,positive
Untuk para korban gempa di Palu Sigi dan Donggala semoga dengan adanya Opening Ceremony Asian Para Games ini menjadi hiburan untuk kalian semua. Semangat ya kawan-kawan semua akan berakhir indah #nyalakansemangat #ParaInspirasi @GPRindonesia @bplus_com,,4,positive
[NEWS] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/2owe0uZ86K https://t.co/uZTMrLIdlQ,,0,neutral
Gempa Poso Sesar Palu-Koro dan Warisan Peradaban Kuno Sulawesi Tengah - https://t.co/lxxCBehS47 https://t.co/Kz74cSd0E5,,0,neutral
[NEWS] Informasi Mengenai Donasi untuk Gempa dan Tsunami Palu-Donggala https://t.co/Pmvb3vhpsj,,0,neutral
Penyerahan bantuan logistik dari Kantor Wilayah dan UPT lingkup Kanwil Kumham Sulsel melalui perwakilan Tim Relawan Kanwil Kumham Sulsel kepada Kakanwil Sulteng untuk keluarga Pengayoman korban gempa dan tsunami di palu @Kemenkumham_RI https://t.co/hPkMhjykFU,,-4,negative
Update Hasil Sementara Penggalangan Dana Relawan balakar654_bjm Utk Korban Gempa Tsunami Palu Donggala Sulawesi Tengah: -Senin 1 Oktober 2018 = Rp.25.680.000 - -Selasa 2 Oktober 2018 = https://t.co/6tDHh2b7m6,,0,neutral
Ini berita tanggal 16 September. Gempa palu 28 September. Cari referensi berita yg lebih akuratlah,,-11,negative
Berita STV - 32 Pengungsi Gempa Palu Segera Tiba Di Samarinda: https://t.co/1teRKxeVTE melalui @YouTube,,3,positive
PMII universitas Nurul jadid peduli korban gempa Palu Sulawesi #universitasnuruljadid https://t.co/3P4eL5Etk3,,3,positive
Kekecewaan saya saat ini terhadap Pemerintahan Jokowi bahwa : - Batuan Gempa dan Tsunami Donggala Palu masih Babak belur. - Janji bantuan untuk Korban Gempa Lombok hingga kini belum CAIR.,,0,neutral
Hingga saat ini Prajurit TNI yang dilibatkan dalam proses evakuasi dan penyelamatan korban bencana gempa bumi dan tsunami di Kota Palu dan Kabupaten Donggala Sulawesi Tengah berjumlah 4.895 personel. #PaluSigiDonggalaBangkit #TniPeduli,,-6,negative
8 hari sejak gempa Palu 8 hari pula grup dipenuhi percakapan tentangnya. Kak lagi butuh packing masakan di asrama haji Balasan otw -pun berentetan. Sungguh kubahagia dan bersyukur dilimpahkan #orangbaik Sehatki selalu :'),,3,positive
Hingga saat ini Prajurit TNI yang dilibatkan dalam proses evakuasi dan penyelamatan korban bencana gempa bumi dan tsunami di Kota Palu dan Kabupaten Donggala Sulawesi Tengah berjumlah 4.895 personel. #PaluSigiDonggalaBangkit #TniPeduli,,-6,negative
Hingga hari Jumat (05/10) Relawan Rumah Zakat berada di Palu untuk melakukan Aksi Peduli Bencana. Upaya masih terus dilakukan dalam proses membantu korban yang terdampak bencana gempa dan tsunami.... https://t.co/EuHB2i37EP,,-2,negative
@musniumar Apalagi sekarang ada musibah gempa dan tsunami di palu. Semoga masyarakat NTB diberikan kesabaran dan kebesaran hati. Pemerintah yg sdh koar2 janji bknnya minta maaf apa tdk punya rasa malu lagi dgn janji2 yg tdk ditepati?,,0,neutral
Assalamu'alayikum.... Siapa tau ada keluarga yg mau adopsi anak dari Palu ada 100 lbh anak bayi di tempat penampungan di Antang Korban Gempa Palu yg sdh tdk ada orangtuanya Cp : Ibu Ilmi 081343538888,,-11,negative
Korban Gempa Palu Sigi Dan Donggala Banyak Yang Belum Dapat Bantuan. https://t.co/pY69WYMQbe,,0,neutral
Menghilangkan rasa trauma pada anak dengan cara bermain #palu #donggala #sigi #paludonggalasigibangkit #palubangkit #palukuat #nkri #cintatanahair #bencanapalu #stunamipalu #gempapalu https://t.co/nkcnJ9lHOM,,-9,negative
Salurkan bantuan Anda untuk saudara-saudara kita yang terkena gempa dan tsunami di Palu-Donggala melalui #DompetKemanusiaanPaluDonggala Yayasan Media Group @Metro_TV. #PrayForDonggala #PrayForPalu #PrayForSulawesi https://t.co/t4zT74ZwZ6,,-2,negative
Ke Palu Dorce Bersedia Adopsi Anak Korban Gempa https://t.co/e0a7q1jLAm,,0,neutral
Pasar tradisional ini sempat tutup saat gempa berkekuatan 7 4 skala richter saat mengguncang Palu. #PaluSigiDonggalaBangkit #TniPeduli,,2,positive
Hari ketujuh pasca gempa bumi dan tsunami yang mengguncang Palu dan Donggala roda perekonomian di Kota Palu Sulawesi Tengah (Sulteng) Jumat (5/10/2018) berangsur pulih dan sudah mulai bergeliat. #PaluSigiDonggalaBangkit #TniPeduli,,-7,negative
Hari ketujuh pasca gempa bumi dan tsunami yang mengguncang Palu dan Donggala roda perekonomian di Kota Palu Sulawesi Tengah (Sulteng) Jumat (5/10/2018) berangsur pulih dan sudah mulai bergeliat. #PaluSigiDonggalaBangkit #TniPeduli,,-7,negative
Kemaren waktu blajar bersama diceritakan oleh putri salah seorang ibu jamaah d rs yg mana ia adalah korban gempa dan tsunami palu yang sedang menyelesaikan tugas kuliah kedokteran nya d sana Alhamdulillah adik... https://t.co/8OIHnXOb9e,,-8,negative
PGSD UNM Angkatan 2018 Serahkan Bantuan Gempa Palu Melalui PP Di Posko Radio Mesra https://t.co/Gr4QcR0LSV,,0,neutral
Alhamdulillah sebelum adzan subuh berkumandang SELURUH GARDU di KOTA DONGGALA menyala. Salut Super Team relawan listrik PLN. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin langsung Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @KemenBUMN @Jokowinomics_id #PrayForSulteng https://t.co/yScT41RRnO,,7,positive
Alhamdulillah sebelum adzan subuh berkumandang SELURUH GARDU di KOTA DONGGALA menyala. Salut Super Team relawan listrik PLN. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin langsung Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @KemenBUMN @Jokowinomics_id #PrayForSulteng https://t.co/AKGHGW7Kug,,7,positive
Alhamdulillah sebelum adzan subuh berkumandang SELURUH GARDU di KOTA DONGGALA menyala. Salut Super Team relawan listrik PLN. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin langsung Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @KemenBUMN @Jokowinomics_id #PrayForSulteng https://t.co/kuQOwI7yzd,,7,positive
Miris ! Penjarahan Di Palu Pasca Gempa Dan Tsunami Mall Dan Alfamart Bangkrut https://t.co/cFCRZ4mNik,,0,neutral
Alhamdulillah sebelum adzan subuh berkumandang SELURUH GARDU di KOTA DONGGALA menyala. Salut Super Team relawan listrik PLN. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin langsung Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @KemenBUMN @Jokowinomics_id #PrayForSulteng https://t.co/TFmcxzIsQl,,7,positive
Daripada nyinyir mending nyumbang baju yuk buat korban gempa palu. hubungi pmi or act terdekat kalian.,,3,positive
Info Menarik Terbaru Tentang (IPMAL Kupang Galang Dana Bantu Korban Gempa Palu dan Donggala) - https://t.co/MyMTQ2Nqe5 https://t.co/IPTXYqP1w3,,0,neutral
Donasi dari TDA Daerah silakan diforward ke TDA Pusat u/ penanganan dan pemulihan pasca bencana di Palu Sigi dan Donggala. . Sulawesi Tengah Hebat Kuat Melesat . Korban Gempa Sulawesi https://t.co/SCey4K8zKF,,-6,negative
Banyak hikmah / Pelajaran yang dapat diambil dari bencana Gempa Bumi dan Tsunami Palu - Sigi - Donggala. Dan apa saja musibah yang menimpa kamu maka adalah disebabkan oleh perbuatan tanganmu sendiri dan Allah... https://t.co/yZErTPOmEO,,-33,negative
Alhamdulillah sebelum adzan subuh berkumandang SELURUH GARDU di KOTA DONGGALA menyala. Salut kepada Super Team relawan listrik PLN. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin langsung Presiden @jokowi 🇮🇩 ~ @PEDOMAN_id @Jokowinomics_id #PrayForSulteng https://t.co/OaLB0hqaZM,,7,positive
@permadiaktivis Bego lu masih goreng kasus ece ece nih korban gempa dipalu sampe minta tolong sama pemimpin asing mana janji target beresin palu seminggu #BapakHoaxNasional tukang hoax n tipu https://t.co/kQWRnN2Jql,,-5,negative
#PaluBangkit Terimakasih Pak Presiden @jokowi TNI dan Relawan yang telah berjuang mengembalikan semangat korban Gempa dan Tsunami di Donggala Palu dan Sulteng Sekitarnya ... https://t.co/tk20fLxTyh,,-6,negative
KELUARGA KORBAN GEMPA PALU - DONGGALA PINGSAN https://t.co/Po4Fe18PqN,,0,neutral
Gempa melanda aliansi Mahasiswa Palu ini tuntut kumpulan Gay yg kian mencemaskan: https://t.co/3cL6LhVr3t melalui @YouTube,,-3,negative
@Edito54311225 @Airin_NZ Dia org Palu bung dia dan keluarganya juga korban gempa...Nah situ dimana? Liat update berita di tivi gak? Punya tivi kan? Liatnya jgn kebalik kepala di bawah yaa...,,-14,negative
Sebanyak 32 orang pengungsi gempa Palu akan tiba di Samarinda pada Senin 8 Oktober mendatang. Nantinya Pemerintah Kota Samarinda akan melakukan penjemputan para pengungsi di Balikpapan sebelum kemudian dibawa ke... https://t.co/JLyz15AXkO,,3,positive
Hayo.... Pernyataan Mana yg benar dalam penanganan Gempa&amp; Tsunami Palu A. Presiden sepekan.. B. Wapres JK 2 Bulan C. Menkeu 3 Bulan D. Menkopolhukan 2 Tahun #bapakhoaxnasional #2019GantiPresiden #IndonesiaAdilMakmur,,2,positive
@Fahrihamzah Jadi siapa yang Durhaka Pada Ibu Pertiwi? Apakah pemukulan terhadap aktivis musti jadi perhatian khusus oleh Presiden dibandingkan gempa di Lombok dan Palu? Menggoreng isu itu enak apalagi kalau makannya pakai sambal... eeh itu iso.... https://t.co/NkkmtVkDIL,,-4,negative
BNPB Unggah Video Fenomena Likuefaksi Tanah Mencair Tenggelamkan Perumahan di Kota Palu saat Gempa https://t.co/kOTdszu22u,,0,neutral
I liked a @YouTube video https://t.co/Ox8dfP03w2 Mata Najwa - Bangsa Sadar Bencana: Atlet Paralayang Selamat dari Gempa Palu (Part 2),,-3,negative
Netizen : palu kena gempa karena blabla. HR. Abu Dawud 2396: Sesungguhnya agungnya pahala disertai dengan besarnya cobaan. Sesungguhnya Allah ketika mencintai suatu kaum maka Dia akan mengujinya. Siapa yang redo maka Dia akan redo dan siapa yang murka maka Dia juga akan murka.,,-13,negative
Sekitaran Lagarutu dri atas smpe kbwah hari pertama pasca gempa Palu kmaren... di Jln. Lagarutu https://t.co/IY0bo6FF5j,,0,neutral
FOTO: Perbaikan Listrik Pasca Gempa dan Tsunami Palu https://t.co/gBqMkmj5dR,,0,neutral
VIDEO: Proses Evakuasi Korban Gempa dari Palu ke Makassar https://t.co/tL1zlmUg9o,,-3,negative
@syahrulrmdni Sebenarnya diagram alirnya tsunami palu itu kayak begini pak syahrul wkwk Gempa - Longsor - Tsunami. Gempa menyebabkan getaran getaran menyebabkan longsor longsor menimbulkan tsunami. Kalau gempa langsung itu kek tsunami aceh,,-5,negative
22 Kontainer Bantuan untuk Korban Gempa dan Tsunami Tiba di Palu https://t.co/tIcCsTTbwu,,0,neutral
Maya Angkasa dan Puluhan Artis Gelar Malam Dana untuk Gempa Palu dan Donggala https://t.co/4vmSNYVOpD,,0,neutral
Highlight Ucapkan Belasungkawa untuk Korban Tsunami dan Gempa Palu https://t.co/XOPJn1QrHm,,0,neutral
Mending abaikan orang-orang yang selalu nyinyir dengan penanganan gempa di Palu. Yakinlah masih ratusan juta diluar sana yang berdoa agar proses rehabilitasi dan rekonstruksi berlangsung cepat. #Malammingguanoptimis,,-10,negative
BNPB mencatat 1.649 jiwa meninggal dunia akibat gempa Palu dan Donggala Sulawesi Tengah. Jumlah itu merupakan data teranyar BNPB per pukul 17.00 Wita Jumat 5 Oktober 2018 source : https://t.co/hyiuLzWp2G #NewsSplash #CYGNUS,,-7,negative
NASA Rilis Foto Satelit Gempa dan Tsunami Palu yang Kejutkan Ilmuwan Dunia https://t.co/ItRRQb14lI,,-5,negative
@fadlizon Bagaimna klo vila bapak fadli zon aj yg d bogor d jual aj pa.... Hasil penjualan nya buat korban gempa d palu..... Mana mau seorang wakil rakyat brkorban bt rakyat nya.... Setuju ga.....,,9,positive
Fenomena gempa Palu tanah bergerak.. https://t.co/NJ9WlmIo9L,,4,positive
Meski Masih Krisis Venezuela Bantu Korban Gempa Palu $10 Juta - https://t.co/0mZWbfW1f3 https://t.co/5wIVdmgYdA,,0,neutral
Terbang ke Palu Dorce Bersedia Adopsi Anak Korban Gempa https://t.co/rvNr2PPjEq https://t.co/LS5LhGGlni,,0,neutral
Saya ketua umum mengetuk hati Saudara Bantulah kawan - kawan kita korban gempa-tsunami. SASLAM SOLIDARITAS Data korban Gempa di sulteng Palu Donggala Gigi dan Parigi Moutong sampai dengan Kamis 4 Oktober adalah:... https://t.co/9edFXKFhvf,,-6,negative
@panca66 Janji NTB blm realisasi udah bukak janji baru di PALU. Pasca gempa dn sunami palu pjkw akan menuntaskan masalah itu dlm wktu sminggu Klo di lihat dri blm rampungnya NTB apalgi PALU. PALU sabar ya PAKU belum dateng.,,7,positive
Highlight Ucapkan Belasungkawa untuk Korban Tsunami dan Gempa Palu https://t.co/Bj17WfyEFo,,0,neutral
kegiatan galang dana untuk korban bencana gempa dan tsunami di sulawesi palu donggala #kwarcabkukar #kwardakaltim #kwarnas,,2,positive
Semoga cepat ditemukan ya gaes korban rerentuhan gedung akibat gempa di Palu. Aamiin,,2,positive
Penerimaan warga Gorontalo korban bencana gempa dan tuna di Palu dan Donggala - Sulawesi Tengah,,-5,negative
