label,text_clean,text_preprocessed
negative,hai sahabat perempuan amp anak hari ini mama yo melakukan kunjungan dan berdialog langsung dgn masyarakat korban gempa di palu beliau sangat sedih atas bencana yg melanda palu serta menguatkan para korban utk tdk patah semangat amp tetap berjuang mempertahankan kehidupan kedepan,"['hai', 'sahabat', 'perempuan', 'amp', 'anak', 'mama', 'yo', 'kunjung', 'dialog', 'langsung', 'dgn', 'masyarakat', 'korban', 'gempa', 'palu', 'beliau', 'sedih', 'bencana', 'yg', 'landa', 'palu', 'kuat', 'korban', 'utk', 'tdk', 'patah', 'semangat', 'amp', 'juang', 'tahan', 'hidup', 'depan']"
negative,polres enrekang kapolres enrekang akbp ibrahim aji sik membesuk salah seorang korban gempa palu di rsu massenrempulu kapolres enrekang yang di dampingi kabag ops,"['polres', 'enrekang', 'kapolres', 'enrekang', 'akbp', 'ibrahim', 'aji', 'sik', 'besuk', 'salah', 'korban', 'gempa', 'palu', 'rsu', 'massenrempulu', 'kapolres', 'enrekang', 'damping', 'kabag', 'ops']"
negative,ini alasan mengapa bantuan as untuk korban gempa palu disebut sangat kecil gtgt,"['alas', 'bantu', 'as', 'korban', 'gempa', 'palu', 'gtgt']"
negative,cerita giyono orang jawa yang terdampak gempa palu,"['cerita', 'giyono', 'orang', 'jawa', 'dampak', 'gempa', 'palu']"
negative,disela  sela kegiatan tim kesehatan yang tergabung dalam pos kesehatan  kab boyolali sukarelawan pmi teguh widodo mengajak anakanak korban gempa amp tsunami palu dipengungsian,"['sela', 'giat', 'tim', 'sehat', 'gabung', 'pos', 'sehat', 'kab', 'boyolali', 'sukarelawan', 'pmi', 'teguh', 'widodo', 'ajak', 'anakanak', 'korban', 'gempa', 'amp', 'tsunami', 'palu', 'ungsi']"
negative,ketololan yang gak pernah berhenti gempa lombok seneng gempa dan tsunami palu donggala seneng juga eh bbm naik seneng lagi dengan alasan akan banyak peluang menyerang pemerintah dan menaikan citra calonya miris lo pada pindah aja deh di mars,"['tolol', 'gak', 'henti', 'gempa', 'lombok', 'neng', 'gempa', 'tsunami', 'palu', 'donggala', 'neng', 'eh', 'bbm', 'neng', 'alas', 'peluang', 'serang', 'perintah', 'naik', 'citra', 'calo', 'miris', 'lo', 'pindah', 'aja', 'deh', 'mars']"
negative,dkm nz  kumpulin anak ke mesjid lalu diberikan tontonan mengensi gempa bumi di palu dan donggala lalu salahkan jokowi apa itu salah ucap,"['dkm', 'nz', 'kumpulin', 'anak', 'mesjid', 'tonton', 'mengensi', 'gempa', 'bumi', 'palu', 'donggala', 'salah', 'jokowi', 'salah']"
negative,berbicara tentang empati dalam diri manusia kita lebih tau lebih bisa menilai kemudian meletakkan empati pada sesuatu yang pas dari sini empati kita seharusnya bisa lebih condong untuk korban gempa di palu bukan begitu,"['bicara', 'empati', 'manusia', 'tau', 'nilai', 'letak', 'empati', 'pas', 'empati', 'condong', 'korban', 'gempa', 'palu']"
negative,maklumlah kalo cuma batal naik premium bencana gempa besar di lombok dan palu aja cuek mo mengharapkan integritas lho wong aksi tipu bohong dan gak adil ooh jagonya,"['maklum', 'kalo', 'batal', 'premium', 'bencana', 'gempa', 'lombok', 'palu', 'aja', 'cuek', 'mo', 'harap', 'integritas', 'lho', 'aksi', 'tipu', 'bohong', 'gak', 'adil', 'ooh', 'jago']"
negative,yakali masa jatuh banyak korban di palu disebabkan jokowi disebabkan gempa lah mungkin si guru kurang piknik,"['yakali', 'jatuh', 'korban', 'palu', 'sebab', 'jokowi', 'sebab', 'gempa', 'si', 'guru', 'piknik']"
negative,kunjungan pangdam vimulawarman mayjen tni subiyanto di poskotis yonzipur ad dan posko pengungsian masyarakat daerah petobo dan sekitarnya untuk menyalurkan bantuan makanan dan pengobatan traumatis kepada anak korban gempa di lapangan desa petobo palu rabu,"['kunjung', 'pangdam', 'vimulawarman', 'mayjen', 'tni', 'subiyanto', 'poskotis', 'yonzipur', 'ad', 'posko', 'ungsi', 'masyarakat', 'daerah', 'petobo', 'salur', 'bantu', 'makan', 'obat', 'traumatis', 'anak', 'korban', 'gempa', 'lapang', 'desa', 'petobo', 'palu', 'rabu']"
negative,tni bantu air bersih di pengungsian korban gempa palu  lewat com,"['tni', 'bantu', 'air', 'bersih', 'ungsi', 'korban', 'gempa', 'palu', 'com']"
negative,wali kota medan drs h t dzulmi eldin s msi bersama sejumlah wali kota yang tergabung dalam asosiasi pemerintah kota seluruh indonesia apeksi memberikan bantuan kepada warga kota palu yang menjadi korban bencana alam gempa bumi dan tsunami rabu,"['wali', 'kota', 'medan', 'drs', 'h', 't', 'dzulmi', 'eldin', 's', 'msi', 'wali', 'kota', 'gabung', 'asosiasi', 'perintah', 'kota', 'indonesia', 'apeksi', 'bantu', 'warga', 'kota', 'palu', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'tsunami', 'rabu']"
negative,menteri keuangan turki berat albayrak yang terbang ke palu langsung menyapa para korban gempa dan memberikan bantuan dari pemerintah turki presiden turki erdogan sebelumnya mengatakan siap memberikan apapun yang dibutuhkan untuk membantu para korban,"['menteri', 'uang', 'turki', 'berat', 'albayrak', 'terbang', 'palu', 'langsung', 'sapa', 'korban', 'gempa', 'bantu', 'perintah', 'turki', 'presiden', 'turki', 'erdogan', 'apa', 'butuh', 'bantu', 'korban']"
negative,gempa palu kirakira udah bisa jadi ukuran lah untuk apa yang bisa terjadi misalmisal ntar zombie apocalypse,"['gempa', 'palu', 'kirakira', 'udah', 'ukur', 'misalmisal', 'ntar', 'zombie', 'apocalypse']"
negative,gempa bumi palu  atasi krisis air minum pengungsi relawan fti umi pasang  mesin pemurni air  tribun timur,"['gempa', 'bumi', 'palu', 'atas', 'krisis', 'air', 'minum', 'ungsi', 'rawan', 'fti', 'umi', 'pasang', 'mesin', 'murni', 'air', 'tribun', 'timur']"
negative,cerita teman saya seorang jurnalis yang meliput bencana gempa palu percayalah masih banyak orang baik mama mas fikrie salah satunya cepat bangkit palu,"['cerita', 'teman', 'jurnalis', 'liput', 'bencana', 'gempa', 'palu', 'percaya', 'orang', 'mama', 'mas', 'fikrie', 'salah', 'satu', 'cepat', 'bangkit', 'palu']"
negative,jumat  september  menjadi hari kelabu bagi warga palu dan donggala sulawesi tengah bencana gempa dan tsunami yang melanda telah menelan banyak korban jiwa  tak hanya itu pasca,"['jumat', 'september', 'kelabu', 'warga', 'palu', 'donggala', 'sulawesi', 'bencana', 'gempa', 'tsunami', 'landa', 'tel', 'korban', 'jiwa', 'pasca']"
negative,dan parahnya gempa palu dijadiin bahan utk menjatuhkan jokowi dengan alasan pemerintah gagal mencegah jatuhnya banyak korban i mean hello r u fuckin stupid wheres your fucking empathy they know nothing and need help tje most and yet still they got dragged into your bullshit,"['parah', 'gempa', 'palu', 'dijadiin', 'bahan', 'utk', 'jatuh', 'jokowi', 'alas', 'perintah', 'gagal', 'cegah', 'jatuh', 'korban', 'i', 'mean', 'hello', 'r', 'u', 'fuckin', 'stupid', 'wheres', 'your', 'fucking', 'empathy', 'they', 'know', 'nothing', 'and', 'need', 'help', 'tje', 'most', 'and', 'yet', 'still', 'they', 'got', 'dragged', 'into', 'your', 'bullshit']"
negative,rasanya aneh ketika  bilang ketika gempa palu yg datang pertama pak jokowi bukan prabowo ya iyalah pak namanya presiden ya datang duluan kalau pak prabowo yg duluan nanti dibilang kampanyelah pencitraan memanfaatkan keadaanlah,"['aneh', 'bilang', 'gempa', 'palu', 'yg', 'jokowi', 'prabowo', 'ya', 'iya', 'nama', 'presiden', 'ya', 'duluan', 'prabowo', 'yg', 'duluan', 'bilang', 'kampanye', 'citra', 'manfaat', 'ada']"
negative,semoga palu benar mendapat ujian bukan azab sudah tertimpa bencana alam kedatangan relawan yg asing maupun lokal ada yg di usir penjarahan saat gempa bantuan yang di jarah sungguh berbeza,"['moga', 'palu', 'uji', 'azab', 'timpa', 'bencana', 'alam', 'datang', 'rawan', 'yg', 'asing', 'lokal', 'yg', 'usir', 'jarah', 'gempa', 'bantu', 'jarah', 'sungguh', 'berbeza']"
negative,pasca bencana alam gempa bumi   skala richter dan tsunami di kota palu kabupaten donggala dan kabupaten sigi sulawesi tengah pada jumat  september  lalu warga masyarakat yang berada di tempat pengungsian mulai kesulitan air bersih,"['pasca', 'bencana', 'alam', 'gempa', 'bumi', 'skala', 'richter', 'tsunami', 'kota', 'palu', 'kabupaten', 'donggala', 'kabupaten', 'sigi', 'sulawesi', 'jumat', 'september', 'warga', 'masyarakat', 'ungsi', 'sulit', 'air', 'bersih']"
negative,bagi yang muslim terutama yg di palu donggala sigi lombok agar banyak membaca sholawat munjiyat  kali tiap hari malam dibaca sendiri ataubersamainsyaallah tdk akan gempabencana lagilakukan rutin tiap malamminggu,"['muslim', 'yg', 'palu', 'donggala', 'sigi', 'lombok', 'baca', 'sholawat', 'munjiyat', 'kali', 'malam', 'baca', 'ataubersamainsyaallah', 'tdk', 'gempabencana', 'lagilakukan', 'rutin', 'malamminggu']"
negative,pengalaman pemulihan sistem komunikasi penerbangan di palu pada  september bisa dijadikan contoh untuk penanganan dalam kondisi darurat di bandarabandara lain apabila terjadi bencana gtgt,"['alam', 'pulih', 'sistem', 'komunikasi', 'terbang', 'palu', 'september', 'jadi', 'contoh', 'tangan', 'kondisi', 'darurat', 'bandarabandara', 'bencana', 'gtgt']"
negative,meski pencarian korban gempa palu akan dihentikan pada kamis  besok empat orang anggota tim sar tangguh sar mandiri bentukan warga ponorogo masih akan bertahan di palu,"['cari', 'korban', 'gempa', 'palu', 'henti', 'kamis', 'besok', 'orang', 'anggota', 'tim', 'sar', 'tangguh', 'sar', 'mandiri', 'bentuk', 'warga', 'ponorogo', 'tahan', 'palu']"
negative,melaka sumbang rm  bantu mangsa gempa di palu,"['melaka', 'sumbang', 'rm', 'bantu', 'mangsa', 'gempa', 'palu']"
negative,penyerahan bantuan dari pramuka sidoarjo ke kwarda jatim untuk korban tsunami dan gempa di palu sulawesi tengah rabu  brigadepenolong,"['serah', 'bantu', 'pramuka', 'sidoarjo', 'kwarda', 'jatim', 'korban', 'tsunami', 'gempa', 'palu', 'sulawesi', 'rabu', 'brigadepenolong']"
negative,itu video tentang adanya dugaan upacaraupacara yg berbau syirik yg dilakukan di palu sebelum gempaamptsunami ngepost video itu seakan bilang makanya jangan kayak gitu diazab kan  emang bangsat,"['video', 'duga', 'upacaraupacara', 'yg', 'bau', 'syirik', 'yg', 'palu', 'gempaamptsunami', 'ngepost', 'video', 'akan', 'bilang', 'kayak', 'gitu', 'azab', 'emang', 'bangsat']"
negative,bali amp lombok gempa dibilang azab karna banyak spot zina palu amp donggala gempa tsunami dibilang azab karna perzinahan juga annual meeting imf amp wb dibilang ga penting buang duit mending buat korban bencana pdhl abis dikatain kena azab lalu al fatekah,"['bal', 'amp', 'lombok', 'gempa', 'bilang', 'azab', 'karna', 'spot', 'zina', 'palu', 'amp', 'donggala', 'gempa', 'tsunami', 'bilang', 'azab', 'karna', 'perzinahan', 'annual', 'meeting', 'imf', 'amp', 'wb', 'bilang', 'ga', 'buang', 'duit', 'mending', 'korban', 'bencana', 'pdhl', 'abis', 'dikatain', 'kena', 'azab', 'al', 'fatekah']"
negative,ya allah ampunilah dosa saudara saudara seiman hamba yang terkena musibah gempa dan tsunami di sulawesi palu indonesia tabahkan lah hati mereka menghadapi cobaan yang engkau berikandan kuatkanlah iman merekaamin ya robbal alamin,"['ya', 'allah', 'ampun', 'dosa', 'saudara', 'saudara', 'iman', 'hamba', 'kena', 'musibah', 'gempa', 'tsunami', 'sulawesi', 'palu', 'indonesia', 'tabah', 'hati', 'hadap', 'coba', 'engkau', 'berikandan', 'kuat', 'iman', 'merekaamin', 'ya', 'robbal', 'alamin']"
negative,manado   republik beat indonesia cabang manado menggelar aksi penggalangan dana untuk bencana gempa bumi dan tsunami yang menimpa palu donggala dan sekitarnya aksi ini digelar di,"['manado', 'republik', 'beat', 'indonesia', 'cabang', 'manado', 'gelar', 'aksi', 'galang', 'dana', 'bencana', 'gempa', 'bumi', 'tsunami', 'timpa', 'palu', 'donggala', 'aksi', 'gelar']"
negative,eng eng terima kasih atas bantuan bagi saudara saudara kami yang mengalami gempa dan tsunami palu god bless you,"['eng', 'eng', 'terima', 'kasih', 'bantu', 'saudara', 'saudara', 'alami', 'gempa', 'tsunami', 'palu', 'god', 'bless', 'you']"
negative,meski tempat tinggal porakporanda akibat gempa dan tsunami sejumlah warga palu sulawesi tengah tetap bergotongroyong memberi bantuan untuk sesama korban semangat membantu sesama inilah yang membuat saudarasaudara kita mampu kembali bangkit,"['tinggal', 'porakporanda', 'akibat', 'gempa', 'tsunami', 'warga', 'palu', 'sulawesi', 'bergotongroyong', 'bantu', 'korban', 'semangat', 'bantu', 'saudarasaudara', 'bangkit']"
negative,oktober   sesudah sidang media pasca mesyuarat majlis mesyuarat kerajaan mmk saya telah melancarkan tabung misi kemanusiaan palu sulawesi tengah bagi membantu mangsa gempa bumi dan tsunami yang berlaku barubaru ini,"['oktober', 'sidang', 'media', 'pasca', 'mesyuarat', 'majlis', 'mesyuarat', 'raja', 'mmk', 'lancar', 'tabung', 'misi', 'manusia', 'palu', 'sulawesi', 'bantu', 'mangsa', 'gempa', 'bumi', 'tsunami', 'laku', 'barubaru']"
negative,di saat seluruh negeri berduka dan sedang fokus menangani bencana gempa di palu tega teganya menebar hoax sudah gitu mencari alibi buat pembenaran picik sekali,"['negeri', 'duka', 'fokus', 'tangan', 'bencana', 'gempa', 'palu', 'tega', 'tega', 'tebar', 'hoax', 'gitu', 'cari', 'alibi', 'benar', 'picik']"
negative,haye  ntar lagi nkri bangkrut sirna ilang kerta ning bhumi seperti fenomena likuifikasi amblesnya tanah saat gempa di palu hehe,"['haye', 'ntar', 'nkri', 'bangkrut', 'sirna', 'ilang', 'kerta', 'ning', 'bhumi', 'fenomena', 'likuifikasi', 'ambles', 'tanah', 'gempa', 'palu', 'hehe']"
negative,perdana menteri timor leste taur matan ruak menyatakan berdasarkan keputusan dewan menteri timorleste bekas provinsi ri itu turut mendonasikan us  rp   miliar bantuan itu ditunjukan untuk korban gempa palu,"['perdana', 'menteri', 'timor', 'leste', 'taur', 'matan', 'ruak', 'dasar', 'putus', 'dewan', 'menteri', 'timorleste', 'bekas', 'provinsi', 'ri', 'donasi', 'us', 'rp', 'miliar', 'bantu', 'tunjuk', 'korban', 'gempa', 'palu']"
negative,rabu   giat silkulir warga door to door untuk donasi bantuan bencana gempa tsunami donggala palu yang dilaksanan oleh karang taruna greates generation rw  kel paledang kec lengkong kota bandung,"['rabu', 'giat', 'silkulir', 'warga', 'door', 'to', 'door', 'donasi', 'bantu', 'bencana', 'gempa', 'tsunami', 'donggala', 'palu', 'dilaksanan', 'karang', 'taruna', 'greates', 'generation', 'rw', 'kel', 'paledang', 'kec', 'lengkong', 'kota', 'bandung']"
negative,yuk gerakan hati kita untuk membantu anakanak korban gempa di palu agar tidak mengalami trauma,"['yuk', 'gera', 'hati', 'bantu', 'anakanak', 'korban', 'gempa', 'palu', 'alami', 'trauma']"
negative,vladimir putin kirim  ton bantuan korban gempatsunami di sulteng balikpapan  bantuan dari negara sahabat kembali datang untuk para korban bencana gempatsunami di palu donggala sigi dan wilayah lain di sulawesi tengah,"['vladimir', 'putin', 'kirim', 'ton', 'bantu', 'korban', 'gempatsunami', 'sulteng', 'balikpapan', 'bantu', 'negara', 'sahabat', 'korban', 'bencana', 'gempatsunami', 'palu', 'donggala', 'sigi', 'wilayah', 'sulawesi']"
negative,netz id  polisi tangkap  penjarah di palu semuanya napi yang melarikan diri saat gempa,"['netz', 'id', 'polisi', 'tangkap', 'jarah', 'palu', 'napi', 'lari', 'gempa']"
negative,luppo anggaran penanganan bencana bantuan ln juga datang koordinasi penanganan bencana jalan terus oot nih yg gw sesalkan skrg soal penanganan gempa palu adalah tololnya pemprovpemkot om gw korban gempa palu dia bilang payah pemprovnya skrg dia ngungsi ke makasar,"['luppo', 'anggar', 'tangan', 'bencana', 'bantu', 'ln', 'koordinasi', 'tangan', 'bencana', 'jalan', 'oot', 'nih', 'yg', 'gw', 'sesal', 'skrg', 'tangan', 'gempa', 'palu', 'tolol', 'pemprovpemkot', 'om', 'gw', 'korban', 'gempa', 'palu', 'bilang', 'payah', 'pemprovnya', 'skrg', 'ngungsi', 'makasar']"
negative,ini saja sdh pemborosan blm yg lainny lg pa lg skrang musibah gempa amp tsunami di palu donggala hanya iq jongkok yg mau dibodohi,"['sdh', 'boros', 'blm', 'yg', 'lainny', 'lg', 'pa', 'lg', 'skrang', 'musibah', 'gempa', 'amp', 'tsunami', 'palu', 'donggala', 'iq', 'jongkok', 'yg', 'bodoh']"
negative,kapolda kalteng irjen pol drs anang revandoko dekat dengan anakanak dan penyayang anakanak ini salah satu kegiatan kapolda bersama tim kemanusian polda kalteng saat berada di palu sulteng kapolda bermain dan menghibur anakanak yang terkena musibah gempa dan stunami,"['kapolda', 'kalteng', 'irjen', 'pol', 'drs', 'anang', 'revandoko', 'anakanak', 'sayang', 'anakanak', 'salah', 'giat', 'kapolda', 'tim', 'kemanusian', 'polda', 'kalteng', 'palu', 'sulteng', 'kapolda', 'main', 'hibur', 'anakanak', 'kena', 'musibah', 'gempa', 'stunami']"
negative,pdiperjuangan relawan badan penanggulangan bencana baguna dpdpdipjateng bergabung dengan basarnas bnpb pmi tni dan polri terus menerus membantu penanganan korban gempa di kota palu sulteng,"['pdiperjuangan', 'rawan', 'badan', 'tanggulang', 'bencana', 'baguna', 'dpdpdipjateng', 'gabung', 'basarnas', 'bnpb', 'pmi', 'tni', 'polri', 'terus', 'bantu', 'tangan', 'korban', 'gempa', 'kota', 'palu', 'sulteng']"
negative,relawan badan penanggulangan bencana baguna pdipjateng bergabung dengan basarnas bnpb pmi tni dan polri terus menerus membantu penanganan korban gempa di kota palu sulteng,"['rawan', 'badan', 'tanggulang', 'bencana', 'baguna', 'pdipjateng', 'gabung', 'basarnas', 'bnpb', 'pmi', 'tni', 'polri', 'terus', 'bantu', 'tangan', 'korban', 'gempa', 'kota', 'palu', 'sulteng']"
negative,kesaksian para hafidz tunanetra bisa selamat dari gempa dan tsunami palu,"['saksi', 'hafidz', 'tunanetra', 'selamat', 'gempa', 'tsunami', 'palu']"
negative,lombok sedang tahap pembangunan kembali teman sy yg kerja di pu ditugaskan disana untuk membangun kembali lombok sehabis gempa utk palu ini bukan main sulap bro dalam sekejap bisa langsung pulih bangun rumah itu gak butuh wkt semalam aceh saja butuh waktu pasca tsunami,"['lombok', 'tahap', 'bangun', 'teman', 'sy', 'yg', 'kerja', 'pu', 'tugas', 'sana', 'bangun', 'lombok', 'habis', 'gempa', 'utk', 'palu', 'main', 'sulap', 'bro', 'kejap', 'langsung', 'pulih', 'bangun', 'rumah', 'gak', 'butuh', 'wkt', 'malam', 'aceh', 'butuh', 'pasca', 'tsunami']"
negative,misi bantuan kecemasan mangsa gempa bumi dan tsunami sulawesi tengah telah bertolak ke palu hari ini  oktober  bagi membantu ringankan keadaan mereka yang memerlukan sumbangan masih diperlukan teruskan sokongan,"['misi', 'bantu', 'cemas', 'mangsa', 'gempa', 'bumi', 'tsunami', 'sulawesi', 'tolak', 'palu', 'oktober', 'bantu', 'ringan', 'sumbang', 'terus', 'sokong']"
negative,pasca gempa tsunami paludonggala ada surat terbuka untuk kpu amp bawaslu di jakarta  lewat com,"['pasca', 'gempa', 'tsunami', 'paludonggala', 'surat', 'buka', 'kpu', 'amp', 'bawaslu', 'jakarta', 'com']"
negative,kolom komen berita gempa palu akibat azab lgbt  a lah berarti tsunami aceh krn azab dong b itu efek azab daerah lain c msh ada gam disana makanya alloh murka kirim tsunami d hai c sy wrg aceh disini damai kalo ngomong tlg ksh fakta akhirnya sesama muslim berantem,"['kolom', 'komen', 'berita', 'gempa', 'palu', 'akibat', 'azab', 'lgbt', 'a', 'tsunami', 'aceh', 'krn', 'azab', 'b', 'efek', 'azab', 'daerah', 'c', 'msh', 'gam', 'sana', 'alloh', 'murka', 'kirim', 'tsunami', 'd', 'hai', 'c', 'sy', 'wrg', 'aceh', 'damai', 'kalo', 'ngomong', 'tlg', 'ksh', 'fakta', 'muslim', 'antem']"
negative,ketua umum pp gp ansor yaqut cholil qoumas memberikan apresiasi kepada keluarga hermawan anggota banser yang meninggal dunia saat bertugas menjadi relawan musibah gempa di palu sulawesi tengah beberapa waktu lalu satu travel,"['ketua', 'pp', 'gp', 'ansor', 'yaqut', 'cholil', 'qoumas', 'apresiasi', 'keluarga', 'hermawan', 'anggota', 'banser', 'tinggal', 'dunia', 'tugas', 'rawan', 'musibah', 'gempa', 'palu', 'sulawesi', 'travel']"
negative,pasca gempa tsunami paludonggala ada surat terbuka untuk kpu amp bawaslu di jakarta  lewat  line,"['pasca', 'gempa', 'tsunami', 'paludonggala', 'surat', 'buka', 'kpu', 'amp', 'bawaslu', 'jakarta', 'line']"
negative,assalamaualaikum jafra lovers setelah bencana alam yang menimpa lombok beberapa waktu lalu tsunami dan gempa bumi kembali menerjang dan kali ini palu dan donggala  mari kita bantu,"['assalamaualaikum', 'jafra', 'lovers', 'bencana', 'alam', 'timpa', 'lombok', 'tsunami', 'gempa', 'bumi', 'terjang', 'kali', 'palu', 'donggala', 'mari', 'bantu']"
negative,peduli dengan hati berbagi dengan keikhlasan mari berbagi untuk saudara kita yang sedang berduka dilanda bencana gempa amp tsunami lombok palu sigi dan donggala klik,"['peduli', 'hati', 'bagi', 'ikhlas', 'mari', 'bagi', 'saudara', 'duka', 'landa', 'bencana', 'gempa', 'amp', 'tsunami', 'lombok', 'palu', 'sigi', 'donggala', 'klik']"
negative,hadiah umroh diberikan kepada keluarga anggota banser relawan gempa palu yang meninggal,"['hadiah', 'umroh', 'keluarga', 'anggota', 'banser', 'rawan', 'gempa', 'palu', 'tinggal']"
negative,sebagai bagian dari masyarakat indonesia dengan dorongan semangat drive for a better life wuling motors menyalurkan donasi untuk korban gempa bumi dan tsunami di palu donggala melalui posko bantuan di markas pusat pmi jakarta,"['masyarakat', 'indonesia', 'dorong', 'semangat', 'drive', 'for', 'a', 'better', 'life', 'wuling', 'motors', 'salur', 'donasi', 'korban', 'gempa', 'bumi', 'tsunami', 'palu', 'donggala', 'posko', 'bantu', 'markas', 'pusat', 'pmi', 'jakarta']"
negative,pemkot kendari siap menampung warga korban gempa palu  lewat com,"['pemkot', 'kendari', 'tampung', 'warga', 'korban', 'gempa', 'palu', 'com']"
negative,pemerintah kabupaten gowa terus berupaya dalam membantu korban bencana gempa tsunami yang menimpa palu dan donggala sulawesi tengah dan daerah lainnya,"['perintah', 'kabupaten', 'gowa', 'upaya', 'bantu', 'korban', 'bencana', 'gempa', 'tsunami', 'timpa', 'palu', 'donggala', 'sulawesi', 'daerah']"
negative,hadiah umroh diberikan kepada keluarga anggota banser relawan gempa palu yang meninggal  via,"['hadiah', 'umroh', 'keluarga', 'anggota', 'banser', 'rawan', 'gempa', 'palu', 'tinggal', 'via']"
negative,newsvideo  kn kunyit bawa  ton bantuan untuk korban gempa palu dan donggala  lewat,"['newsvideo', 'kn', 'kunyit', 'bawa', 'ton', 'bantu', 'korban', 'gempa', 'palu', 'donggala']"
negative,sebuah utas hingga rabu  tercatat  orang meninggal dan ribuan orang masih hilang akibat gempa dan tsunami di palu dan donggala utas ini adalah setitik usaha untuk mengingat bahwa mereka bukan hanya angka,"['utas', 'rabu', 'catat', 'orang', 'tinggal', 'ribu', 'orang', 'hilang', 'akibat', 'gempa', 'tsunami', 'palu', 'donggala', 'utas', 'titik', 'usaha', 'angka']"
negative,pp gp ansor berangkatkan umrah keluarga banser relawan gempa palu yang meninggal  times indonesia,"['pp', 'gp', 'ansor', 'berangkat', 'umrah', 'keluarga', 'banser', 'rawan', 'gempa', 'palu', 'tinggal', 'times', 'indonesia']"
negative,terimakasih utk semua sadara kami relawan yg telah membantu para korban bencana gempa tsunami palu donggala khusunya   amp dokter relawan semoga menjadi ladang ibadah kita semua amin,"['terimakasih', 'utk', 'sadara', 'rawan', 'yg', 'bantu', 'korban', 'bencana', 'gempa', 'tsunami', 'palu', 'donggala', 'khusunya', 'amp', 'dokter', 'rawan', 'moga', 'ladang', 'ibadah', 'amin']"
negative,ketua dpd wahdah islamiyah luwu menyerahkan sembako kepada korban bencana gempa dan tsunami palu,"['ketua', 'dpd', 'wahdah', 'islamiyah', 'luwu', 'serah', 'sembako', 'korban', 'bencana', 'gempa', 'tsunami', 'palu']"
negative,pemberangkatan bantuan dari inti utk korban gempa palu yg bekerja sama dg pihak tni  polri  pagi ini personil inti dari jakarta dan makasar dg membawa   ton bantuan beserta  bh genset ini adalah pemberangkatan bantuan yg kedua kali,"['berangkat', 'bantu', 'inti', 'utk', 'korban', 'gempa', 'palu', 'yg', 'dg', 'tni', 'polri', 'pagi', 'personil', 'inti', 'jakarta', 'makasar', 'dg', 'bawa', 'ton', 'bantu', 'serta', 'bh', 'genset', 'berangkat', 'bantu', 'yg', 'kali']"
negative,warga korban gempa sulteng yang dievakuasi dengan pesawat hercules tni au dari palu mendapat layanan kesehatan dari  saat tiba di lanud dhomber balikpapan via tniau,"['warga', 'korban', 'gempa', 'sulteng', 'evakuasi', 'pesawat', 'hercules', 'tni', 'au', 'palu', 'layan', 'sehat', 'lanud', 'dhomber', 'balikpapan', 'via', 'tniau']"
negative,daftar korban gempa bumi palu donggala yg dirawat di rsup wahidin sudirohusodo makassar silahkan cek di  cc info,"['daftar', 'korban', 'gempa', 'bumi', 'palu', 'donggala', 'yg', 'rawat', 'rsup', 'wahidin', 'sudirohusodo', 'makassar', 'silah', 'cek', 'cc', 'info']"
negative,pa  menurunkan berapa ribu orang ya di palu dan lombok untuk menolong korban gempa,"['pa', 'turun', 'ribu', 'orang', 'ya', 'palu', 'lombok', 'tolong', 'korban', 'gempa']"
negative,polres sukabumi kota berikan bantuan kepada warganya yang tertimpa bencana gempa palu,"['polres', 'sukabumi', 'kota', 'bantu', 'warga', 'timpa', 'bencana', 'gempa', 'palu']"
negative,gempa palu beredar video relawan bpbd diusir dari halaman bappeda sulteng  via,"['gempa', 'palu', 'edar', 'video', 'rawan', 'bpbd', 'usir', 'halaman', 'bappeda', 'sulteng', 'via']"
negative,cerita jerry am yang selamat dari likuifaksi di petobo setelah gempa donggala dan palu pada  september  lalu,"['cerita', 'jerry', 'am', 'selamat', 'likuifaksi', 'petobo', 'gempa', 'donggala', 'palu', 'september']"
negative,alhamdulillah semoga berkah pp gp ansor berangkatkan umrah keluarga banser relawan gempa palu yang meninggal  times indonesia,"['alhamdulillah', 'moga', 'berkah', 'pp', 'gp', 'ansor', 'berangkat', 'umrah', 'keluarga', 'banser', 'rawan', 'gempa', 'palu', 'tinggal', 'times', 'indonesia']"
negative,kalau tidak di tolak nanti yang kena musibah yang ngak ngelakuin kena imbas nya tsunami dan gempa palu belum cukuplah sebagai pelajaran,"['tolak', 'kena', 'musibah', 'ngak', 'ngelakuin', 'kena', 'imbas', 'nya', 'tsunami', 'gempa', 'palu', 'ajar']"
negative,update jumlah korban gempa dan tsunami paludonggala data terkini korban jiwa d,"['update', 'korban', 'gempa', 'tsunami', 'paludonggala', 'data', 'kini', 'korban', 'jiwa', 'd']"
negative,saya berharap waktu itu setelah mentahan data gerak palu ada yg hasilnya yaitu mengkhawatirkan pemerintah lakukan simulasi kpd rakyatnya umenyelamatkan diri dari gempa n tsunami,"['harap', 'mentah', 'data', 'gerak', 'palu', 'yg', 'hasil', 'khawatir', 'perintah', 'laku', 'simulasi', 'kpd', 'rakyat', 'umenyelamatkan', 'gempa', 'n', 'tsunami']"
